allele_count,chi_pr_values,chrom,fisher_p_n_homo_geq,fisher_p_n_homo_leq,fisher_p_two_sided,fisher_pr_values,num_heterozygotes,num_homozygotes,pos
5,,211,0,0,0,0,5,0,20
8,,212,0,0,0,0,8,0,1
27,,212,0,0,0,0,27,0,9
3,,212,0,0,0,0,3,0,18
233,0.0,212,0,0,0,0,173,30,21
17,,212,0,0,0,0,17,0,26
2,,213,0,0,0,0,2,0,7
4,,213,0,0,0,0,4,0,16
33,0.0,213,0,0,0,0,31,1,26
8,,214,0,0,0,0,8,0,16
8,,214,0,0,0,0,8,0,24
8,,214,0,0,0,0,8,0,25
17,,215,0,0,0,0,17,0,1
16,,215,0,0,0,0,16,0,5
6,,215,0,0,0,0,6,0,13
15,,215,0,0,0,0,15,0,16
7,,216,0,0,0,0,7,0,5
2,,216,0,0,0,0,2,0,25
11,0.0,217,0,0,0,0,7,2,3
9,,218,0,0,0,0,9,0,1
23,,218,0,0,0,0,23,0,3
23,,218,0,0,0,0,23,0,5
4,,218,0,0,0,0,4,0,6
8,,218,0,0,0,0,8,0,7
16,,218,0,0,0,0,16,0,13
5,,219,0,0,0,0,5,0,11
39,,219,0,0,0,0,39,0,25
16,,220,0,0,0,0,16,0,1
31,0.0,220,0,0,0,0,27,2,1
44,0.0,220,0,0,0,0,42,1,4
11,,220,0,0,0,0,11,0,5
2,,220,0,0,0,0,2,0,11
27,,220,0,0,0,0,27,0,15
31,0.0,220,0,0,0,0,27,2,23
81,0.0,221,0,0,0,0,71,5,6
2,,221,0,0,0,0,2,0,6
12,,221,0,0,0,0,12,0,8
15,,221,0,0,0,0,15,0,17
32,,222,0,0,0,0,32,0,3
96,0.0,222,0,0,0,0,86,5,4
2,,222,0,0,0,0,2,0,19
2,,222,0,0,0,0,2,0,23
2,,223,0,0,0,0,2,0,8
50,,223,0,0,0,0,50,0,14
8,,224,0,0,0,0,8,0,8
33,,224,0,0,0,0,33,0,10
7,,224,0,0,0,0,7,0,25
2,,225,0,0,0,0,2,0,9
3,,225,0,0,0,0,3,0,19
7,,225,0,0,0,0,7,0,24
18,0.0,226,0,0,0,0,16,1,1
17,,226,0,0,0,0,17,0,9
7,,226,0,0,0,0,7,0,14
7,,226,0,0,0,0,7,0,14
3,,226,0,0,0,0,3,0,15
83,0.0,226,0,0,0,0,77,3,18
17,,227,0,0,0,0,17,0,4
12,,227,0,0,0,0,12,0,6
2,,227,0,0,0,0,2,0,8
8,,228,0,0,0,0,8,0,12
6,,229,0,0,0,0,6,0,1
9,,229,0,0,0,0,9,0,4
5,,229,0,0,0,0,5,0,9
5,0.0,229,0,0,0,0,3,1,17
4,,230,0,0,0,0,4,0,2
4,,230,0,0,0,0,4,0,25
16,,231,0,0,0,0,16,0,17
6,,231,0,0,0,0,6,0,25
39,0.0,232,0,0,0,0,37,1,3
2,,232,0,0,0,0,2,0,11
46,,232,0,0,0,0,46,0,21
5,,233,0,0,0,0,5,0,10
11,,233,0,0,0,0,11,0,18
6,,233,0,0,0,0,6,0,21
108,0.0,233,0,0,0,0,96,6,23
61,0.0,233,0,0,0,0,55,3,23
7,,233,0,0,0,0,7,0,23
3,,234,0,0,0,0,3,0,2
2,,234,0,0,0,0,2,0,5
77,0.0,234,0,0,0,0,73,2,8
8,,234,0,0,0,0,8,0,8
2,,234,0,0,0,0,2,0,9
3,,234,0,0,0,0,3,0,15
2,,234,0,0,0,0,2,0,16
4,,234,0,0,0,0,4,0,17
7,,235,0,0,0,0,7,0,19
6,,236,0,0,0,0,6,0,4
6,,236,0,0,0,0,6,0,18
36,,236,0,0,0,0,36,0,26
8,,237,0,0,0,0,8,0,13
5,,237,0,0,0,0,5,0,14
2,,237,0,0,0,0,2,0,22
16,,237,0,0,0,0,16,0,26
3,,238,0,0,0,0,3,0,7
6,,238,0,0,0,0,6,0,11
12,,238,0,0,0,0,12,0,24
2,,239,0,0,0,0,2,0,8
2,,239,0,0,0,0,2,0,12
3,,239,0,0,0,0,3,0,18
33,,239,0,0,0,0,33,0,24
10,,240,0,0,0,0,10,0,2
5,,240,0,0,0,0,5,0,20
31,,241,0,0,0,0,31,0,7
2,,241,0,0,0,0,2,0,24
21,,241,0,0,0,0,21,0,26
7,,242,0,0,0,0,7,0,2
29,0.0,242,0,0,0,0,27,1,8
6,,242,0,0,0,0,6,0,11
14,,242,0,0,0,0,14,0,25
7,,242,0,0,0,0,7,0,25
10,,243,0,0,0,0,10,0,20
9,,244,0,0,0,0,9,0,8
2,,244,0,0,0,0,2,0,8
3,,244,0,0,0,0,3,0,16
2,,244,0,0,0,0,2,0,16
141,0.0,244,0,0,0,0,113,14,17
9,,244,0,0,0,0,9,0,19
5,,245,0,0,0,0,5,0,4
9,,245,0,0,0,0,9,0,20
10,,246,0,0,0,0,10,0,11
7,,247,0,0,0,0,7,0,10
2,,247,0,0,0,0,2,0,22
4,,248,0,0,0,0,4,0,6
26,0.0,248,0,0,0,0,24,1,9
18,,248,0,0,0,0,18,0,12
25,,248,0,0,0,0,25,0,26
36,0.0,249,0,0,0,0,34,1,13
13,,249,0,0,0,0,13,0,22
11,,250,0,0,0,0,11,0,4
18,,250,0,0,0,0,18,0,26
36,0.0,251,0,0,0,0,34,1,9
15,,251,0,0,0,0,15,0,13
88,0.0,251,0,0,0,0,86,1,23
31,0.0,252,0,0,0,0,29,1,2
4,,252,0,0,0,0,4,0,2
12,,252,0,0,0,0,12,0,10
8,,252,0,0,0,0,8,0,17
2,,253,0,0,0,0,2,0,5
35,,253,0,0,0,0,35,0,15
5,,253,0,0,0,0,5,0,16
14,,254,0,0,0,0,14,0,3
18,,254,0,0,0,0,18,0,5
2,,254,0,0,0,0,2,0,8
18,,254,0,0,0,0,18,0,12
2,,254,0,0,0,0,2,0,13
5,,254,0,0,0,0,5,0,14
5,,254,0,0,0,0,5,0,19
15,0.0,254,0,0,0,0,13,1,20
8,0.0,254,0,0,0,0,6,1,26
9,,255,0,0,0,0,9,0,5
7,,256,0,0,0,0,7,0,3
10,,256,0,0,0,0,10,0,19
6,,256,0,0,0,0,6,0,26
2,,257,0,0,0,0,2,0,14
52,0.0,258,0,0,0,0,46,3,11
7,,258,0,0,0,0,7,0,20
18,,260,0,0,0,0,18,0,4
4,,262,0,0,0,0,4,0,3
2,,262,0,0,0,0,2,0,7
7,,262,0,0,0,0,7,0,10
31,,262,0,0,0,0,31,0,21
22,,263,0,0,0,0,22,0,1
4,,263,0,0,0,0,4,0,2
2,,263,0,0,0,0,2,0,9
67,0.0,263,0,0,0,0,65,1,11
2,,263,0,0,0,0,2,0,11
5,,263,0,0,0,0,5,0,22
9,,264,0,0,0,0,9,0,2
33,0.0,264,0,0,0,0,31,1,13
14,0.0,264,0,0,0,0,12,1,24
4,,265,0,0,0,0,4,0,6
2,,265,0,0,0,0,2,0,23
18,0.0,266,0,0,0,0,16,1,16
17,,266,0,0,0,0,17,0,19
69,0.0,266,0,0,0,0,65,2,24
2,,267,0,0,0,0,2,0,4
19,,268,0,0,0,0,19,0,3
2,,268,0,0,0,0,2,0,15
4,,268,0,0,0,0,4,0,21
2,,269,0,0,0,0,2,0,13
3,,269,0,0,0,0,3,0,26
38,0.0,270,0,0,0,0,36,1,19
25,0.0,271,0,0,0,0,23,1,3
42,,271,0,0,0,0,42,0,6
3,,271,0,0,0,0,3,0,6
17,,271,0,0,0,0,17,0,18
6,,271,0,0,0,0,6,0,20
12,,271,0,0,0,0,12,0,24
19,,272,0,0,0,0,19,0,19
5,,272,0,0,0,0,5,0,21
2,,272,0,0,0,0,2,0,22
2,,273,0,0,0,0,2,0,14
45,0.0,273,0,0,0,0,43,1,24
2,,273,0,0,0,0,2,0,24
18,,273,0,0,0,0,18,0,26
2,,274,0,0,0,0,2,0,5
59,,274,0,0,0,0,59,0,12
2,,275,0,0,0,0,2,0,8
4,,275,0,0,0,0,4,0,17
55,0.0,276,0,0,0,0,49,3,3
78,0.0,276,0,0,0,0,70,4,8
37,,276,0,0,0,0,37,0,11
6,,276,0,0,0,0,6,0,20
3,,276,0,0,0,0,3,0,22
2,,276,0,0,0,0,2,0,24
7,,277,0,0,0,0,7,0,1
4,,277,0,0,0,0,4,0,11
211,0.0,277,0,0,0,0,169,21,16
9,,278,0,0,0,0,9,0,14
8,,278,0,0,0,0,8,0,16
23,,278,0,0,0,0,23,0,16
8,,278,0,0,0,0,8,0,19
2,,278,0,0,0,0,2,0,25
27,0.0,279,0,0,0,0,25,1,15
4,,279,0,0,0,0,4,0,19
3,,280,0,0,0,0,3,0,5
5,,280,0,0,0,0,5,0,16
25,,280,0,0,0,0,25,0,17
9,,280,0,0,0,0,9,0,22
2,,281,0,0,0,0,2,0,8
8,,282,0,0,0,0,8,0,6
5,,282,0,0,0,0,5,0,26
16,,284,0,0,0,0,16,0,2
3,,284,0,0,0,0,3,0,2
3,,284,0,0,0,0,3,0,5
34,,284,0,0,0,0,34,0,21
3,,284,0,0,0,0,3,0,23
62,,285,0,0,0,0,62,0,6
27,0.0,285,0,0,0,0,25,1,8
62,,285,0,0,0,0,62,0,13
6,,285,0,0,0,0,6,0,19
2,,285,0,0,0,0,2,0,26
111,0.0,286,0,0,0,0,97,7,9
9,,286,0,0,0,0,9,0,14
11,,287,0,0,0,0,11,0,12
211,0.0,287,0,0,0,0,153,29,16
8,,287,0,0,0,0,8,0,26
61,0.0,288,0,0,0,0,57,2,13
2,,288,0,0,0,0,2,0,16
6,,288,0,0,0,0,6,0,19
3,,289,0,0,0,0,3,0,6
20,,289,0,0,0,0,20,0,11
7,,290,0,0,0,0,7,0,2
8,,290,0,0,0,0,8,0,8
2,,290,0,0,0,0,2,0,19
8,,291,0,0,0,0,8,0,26
11,,292,0,0,0,0,11,0,2
5,,292,0,0,0,0,5,0,2
8,,292,0,0,0,0,8,0,5
3,,292,0,0,0,0,3,0,15
4,,292,0,0,0,0,4,0,15
2,,292,0,0,0,0,2,0,15
5,0.0,293,0,0,0,0,3,1,2
2,,293,0,0,0,0,2,0,5
4,,294,0,0,0,0,4,0,15
7,,294,0,0,0,0,7,0,26
3,,295,0,0,0,0,3,0,8
10,,295,0,0,0,0,10,0,19
4,,295,0,0,0,0,4,0,21
2,,295,0,0,0,0,2,0,24
126,0.0,296,0,0,0,0,114,6,3
22,,296,0,0,0,0,22,0,14
93,0.0,298,0,0,0,0,83,5,6
34,0.0,298,0,0,0,0,32,1,9
14,,298,0,0,0,0,14,0,12
14,0.0,298,0,0,0,0,12,1,13
14,,298,0,0,0,0,14,0,19
9,,299,0,0,0,0,9,0,1
41,0.0,299,0,0,0,0,39,1,9
6,,299,0,0,0,0,6,0,22
19,,299,0,0,0,0,19,0,24
3,,300,0,0,0,0,3,0,5
14,,300,0,0,0,0,14,0,24
9,,300,0,0,0,0,9,0,26
2,,301,0,0,0,0,2,0,6
13,,301,0,0,0,0,13,0,7
3,,301,0,0,0,0,3,0,9
3,,301,0,0,0,0,3,0,11
2,,302,0,0,0,0,2,0,9
17,,302,0,0,0,0,17,0,10
2,,302,0,0,0,0,2,0,17
23,,302,0,0,0,0,23,0,21
12,,303,0,0,0,0,12,0,3
2,,303,0,0,0,0,2,0,11
3,,303,0,0,0,0,3,0,16
32,,304,0,0,0,0,32,0,18
7,,305,0,0,0,0,7,0,4
167,0.0,305,0,0,0,0,147,10,7
4,,305,0,0,0,0,4,0,9
5,,306,0,0,0,0,5,0,2
20,,306,0,0,0,0,20,0,21
107,0.0,307,0,0,0,0,99,4,2
58,0.0,307,0,0,0,0,54,2,14
4,,308,0,0,0,0,4,0,3
30,0.0,308,0,0,0,0,28,1,8
2,,308,0,0,0,0,2,0,24
11,,309,0,0,0,0,11,0,1
3,,309,0,0,0,0,3,0,10
11,,309,0,0,0,0,11,0,22
6,,310,0,0,0,0,6,0,7
14,,310,0,0,0,0,14,0,9
67,0.0,311,0,0,0,0,59,4,18
21,,312,0,0,0,0,21,0,4
17,,312,0,0,0,0,17,0,7
25,0.0,312,0,0,0,0,23,1,14
2,,312,0,0,0,0,2,0,21
2,,312,0,0,0,0,2,0,26
82,0.0,313,0,0,0,0,76,3,5
3,,313,0,0,0,0,3,0,8
2,,313,0,0,0,0,2,0,24
2,,313,0,0,0,0,2,0,25
3,,314,0,0,0,0,3,0,16
78,0.0,315,0,0,0,0,76,1,24
52,0.0,316,0,0,0,0,50,1,5
35,0.0,316,0,0,0,0,33,1,17
21,,316,0,0,0,0,21,0,20
111,0.0,317,0,0,0,0,95,8,6
28,,317,0,0,0,0,28,0,9
14,,317,0,0,0,0,14,0,10
4,,317,0,0,0,0,4,0,14
2,,317,0,0,0,0,2,0,17
5,,317,0,0,0,0,5,0,18
47,,318,0,0,0,0,47,0,9
18,,318,0,0,0,0,18,0,10
9,,318,0,0,0,0,9,0,11
5,,318,0,0,0,0,5,0,26
67,0.0,318,0,0,0,0,63,2,26
2,,319,0,0,0,0,2,0,1
11,,319,0,0,0,0,11,0,15
6,,320,0,0,0,0,6,0,20
66,0.0,320,0,0,0,0,58,4,23
3,,320,0,0,0,0,3,0,26
4,,321,0,0,0,0,4,0,14
5,,321,0,0,0,0,5,0,17
22,,322,0,0,0,0,22,0,5
27,0.0,322,0,0,0,0,25,1,14
4,,322,0,0,0,0,4,0,22
3,,323,0,0,0,0,3,0,3
4,,323,0,0,0,0,4,0,12
12,,324,0,0,0,0,12,0,7
2,,324,0,0,0,0,2,0,11
15,,325,0,0,0,0,15,0,1
7,,325,0,0,0,0,7,0,1
5,,325,0,0,0,0,5,0,8
19,,325,0,0,0,0,19,0,10
2,,325,0,0,0,0,2,0,20
11,,326,0,0,0,0,11,0,14
10,,326,0,0,0,0,10,0,15
17,0.0,326,0,0,0,0,15,1,24
21,0.0,327,0,0,0,0,19,1,13
6,,327,0,0,0,0,6,0,15
8,,327,0,0,0,0,8,0,17
2,,327,0,0,0,0,2,0,22
4,,328,0,0,0,0,4,0,3
6,,328,0,0,0,0,6,0,4
3,,328,0,0,0,0,3,0,5
2,,328,0,0,0,0,2,0,21
25,0.0,329,0,0,0,0,23,1,11
17,,329,0,0,0,0,17,0,19
7,,329,0,0,0,0,7,0,26
34,,330,0,0,0,0,34,0,2
6,,331,0,0,0,0,6,0,6
4,,331,0,0,0,0,4,0,24
2,,332,0,0,0,0,2,0,2
101,0.0,332,0,0,0,0,97,2,16
19,,332,0,0,0,0,19,0,20
4,,333,0,0,0,0,4,0,2
4,,333,0,0,0,0,4,0,12
13,,333,0,0,0,0,13,0,13
3,,333,0,0,0,0,3,0,15
2,,333,0,0,0,0,2,0,21
4,,333,0,0,0,0,4,0,22
6,,334,0,0,0,0,6,0,6
4,,334,0,0,0,0,4,0,7
6,,334,0,0,0,0,6,0,13
21,,334,0,0,0,0,21,0,13
127,0.0,335,0,0,0,0,105,11,7
2,,335,0,0,0,0,2,0,12
17,,335,0,0,0,0,17,0,15
6,,335,0,0,0,0,6,0,18
71,0.0,335,0,0,0,0,69,1,23
31,0.0,335,0,0,0,0,29,1,24
5,,335,0,0,0,0,5,0,26
87,,336,0,0,0,0,87,0,1
2,,336,0,0,0,0,2,0,17
2,,337,0,0,0,0,2,0,3
3,,337,0,0,0,0,3,0,9
4,,337,0,0,0,0,4,0,13
13,,337,0,0,0,0,13,0,18
3,,338,0,0,0,0,3,0,2
33,,338,0,0,0,0,33,0,22
170,0.0,339,0,0,0,0,136,17,16
4,,339,0,0,0,0,4,0,19
4,,339,0,0,0,0,4,0,24
2,,339,0,0,0,0,2,0,25
2,,340,0,0,0,0,2,0,3
7,,340,0,0,0,0,7,0,9
12,,340,0,0,0,0,12,0,10
8,,340,0,0,0,0,8,0,13
36,0.0,340,0,0,0,0,32,2,18
5,,341,0,0,0,0,5,0,1
3,,341,0,0,0,0,3,0,9
4,,341,0,0,0,0,4,0,16
16,,341,0,0,0,0,16,0,20
18,,341,0,0,0,0,18,0,22
42,0.0,341,0,0,0,0,40,1,23
12,,341,0,0,0,0,12,0,25
10,,342,0,0,0,0,10,0,1
7,,342,0,0,0,0,7,0,3
2,,342,0,0,0,0,2,0,3
26,0.0,342,0,0,0,0,24,1,10
12,,342,0,0,0,0,12,0,15
13,,342,0,0,0,0,13,0,19
2,,344,0,0,0,0,2,0,3
19,,344,0,0,0,0,19,0,10
2,,344,0,0,0,0,2,0,12
3,,344,0,0,0,0,3,0,17
14,,344,0,0,0,0,14,0,24
4,,345,0,0,0,0,4,0,4
9,,345,0,0,0,0,9,0,15
7,,345,0,0,0,0,7,0,22
2,,345,0,0,0,0,2,0,26
2,,346,0,0,0,0,2,0,10
44,,347,0,0,0,0,44,0,8
88,0.0,348,0,0,0,0,82,3,17
3,,348,0,0,0,0,3,0,17
3,,348,0,0,0,0,3,0,23
16,,348,0,0,0,0,16,0,24
2,,348,0,0,0,0,2,0,26
14,,349,0,0,0,0,14,0,12
2,,350,0,0,0,0,2,0,9
5,,350,0,0,0,0,5,0,17
35,0.0,350,0,0,0,0,33,1,26
166,0.0,351,0,0,0,0,134,16,10
17,,351,0,0,0,0,17,0,14
5,,352,0,0,0,0,5,0,2
10,,352,0,0,0,0,10,0,3
2,,352,0,0,0,0,2,0,10
3,,352,0,0,0,0,3,0,10
8,,352,0,0,0,0,8,0,23
39,,353,0,0,0,0,39,0,1
23,,353,0,0,0,0,23,0,5
28,0.0,353,0,0,0,0,24,2,13
4,,353,0,0,0,0,4,0,23
4,,354,0,0,0,0,4,0,8
5,,354,0,0,0,0,5,0,9
23,,354,0,0,0,0,23,0,20
3,,355,0,0,0,0,3,0,22
3,,356,0,0,0,0,3,0,3
15,,356,0,0,0,0,15,0,9
15,,356,0,0,0,0,15,0,21
2,,356,0,0,0,0,2,0,24
4,,358,0,0,0,0,4,0,3
13,,358,0,0,0,0,13,0,11
35,0.0,358,0,0,0,0,33,1,14
8,,358,0,0,0,0,8,0,21
10,,358,0,0,0,0,10,0,22
4,,358,0,0,0,0,4,0,22
9,,358,0,0,0,0,9,0,25
23,,359,0,0,0,0,23,0,9
5,,359,0,0,0,0,5,0,15
50,,359,0,0,0,0,50,0,20
2,,359,0,0,0,0,2,0,23
8,,360,0,0,0,0,8,0,6
2,,360,0,0,0,0,2,0,9
95,0.0,360,0,0,0,0,85,5,21
20,,360,0,0,0,0,20,0,23
6,,360,0,0,0,0,6,0,24
19,,361,0,0,0,0,19,0,9
5,,361,0,0,0,0,5,0,23
8,,362,0,0,0,0,8,0,13
7,,362,0,0,0,0,7,0,20
63,0.0,362,0,0,0,0,57,3,21
9,,362,0,0,0,0,9,0,22
19,,362,0,0,0,0,19,0,23
12,,363,0,0,0,0,12,0,12
5,,364,0,0,0,0,5,0,2
8,,364,0,0,0,0,8,0,9
7,0.0,364,0,0,0,0,5,1,16
2,,364,0,0,0,0,2,0,17
12,,364,0,0,0,0,12,0,22
94,0.0,364,0,0,0,0,80,7,24
10,,364,0,0,0,0,10,0,24
2,,365,0,0,0,0,2,0,6
2,,365,0,0,0,0,2,0,20
7,,366,0,0,0,0,7,0,2
6,,366,0,0,0,0,6,0,7
2,,366,0,0,0,0,2,0,14
6,,366,0,0,0,0,6,0,25
2,,367,0,0,0,0,2,0,4
32,,367,0,0,0,0,32,0,13
5,,367,0,0,0,0,5,0,14
14,,368,0,0,0,0,14,0,2
3,,368,0,0,0,0,3,0,3
37,,368,0,0,0,0,37,0,9
12,,368,0,0,0,0,12,0,17
8,,368,0,0,0,0,8,0,17
14,,368,0,0,0,0,14,0,21
2,,368,0,0,0,0,2,0,21
3,,369,0,0,0,0,3,0,22
41,0.0,369,0,0,0,0,39,1,25
38,0.0,371,0,0,0,0,36,1,8
3,,371,0,0,0,0,3,0,13
79,0.0,372,0,0,0,0,69,5,8
9,,372,0,0,0,0,9,0,8
4,,372,0,0,0,0,4,0,10
2,,372,0,0,0,0,2,0,20
2,,373,0,0,0,0,2,0,3
23,0.0,373,0,0,0,0,21,1,6
2,,373,0,0,0,0,2,0,7
4,,373,0,0,0,0,4,0,15
9,,373,0,0,0,0,9,0,19
2,,373,0,0,0,0,2,0,20
2,,374,0,0,0,0,2,0,2
37,,374,0,0,0,0,37,0,13
14,,374,0,0,0,0,14,0,16
8,,375,0,0,0,0,8,0,9
5,,375,0,0,0,0,5,0,21
5,,376,0,0,0,0,5,0,2
7,,376,0,0,0,0,7,0,3
7,,376,0,0,0,0,7,0,8
30,,376,0,0,0,0,30,0,11
2,,376,0,0,0,0,2,0,20
8,,376,0,0,0,0,8,0,24
7,,377,0,0,0,0,7,0,13
7,,377,0,0,0,0,7,0,21
9,,378,0,0,0,0,9,0,13
5,,378,0,0,0,0,5,0,15
2,,378,0,0,0,0,2,0,18
4,,378,0,0,0,0,4,0,18
53,,378,0,0,0,0,53,0,26
6,,379,0,0,0,0,6,0,4
4,,379,0,0,0,0,4,0,14
2,,379,0,0,0,0,2,0,17
17,,379,0,0,0,0,17,0,18
19,,379,0,0,0,0,19,0,23
2,,380,0,0,0,0,2,0,6
16,0.0,380,0,0,0,0,14,1,9
27,,380,0,0,0,0,27,0,17
30,,381,0,0,0,0,30,0,11
2,,381,0,0,0,0,2,0,14
2,,381,0,0,0,0,2,0,17
12,,381,0,0,0,0,12,0,19
32,0.0,381,0,0,0,0,30,1,26
2,,382,0,0,0,0,2,0,4
2,,382,0,0,0,0,2,0,13
46,0.0,382,0,0,0,0,42,2,17
9,,382,0,0,0,0,9,0,22
17,,382,0,0,0,0,17,0,23
7,,383,0,0,0,0,7,0,1
35,,383,0,0,0,0,35,0,5
16,,383,0,0,0,0,16,0,12
6,,383,0,0,0,0,6,0,15
2,,384,0,0,0,0,2,0,15
2,,384,0,0,0,0,2,0,17
44,0.0,384,0,0,0,0,38,3,24
32,,384,0,0,0,0,32,0,26
4,,385,0,0,0,0,4,0,2
3,,385,0,0,0,0,3,0,15
8,,386,0,0,0,0,8,0,1
2,,386,0,0,0,0,2,0,11
2,,386,0,0,0,0,2,0,19
4,,386,0,0,0,0,4,0,21
24,,388,0,0,0,0,24,0,2
13,,388,0,0,0,0,13,0,6
2,,389,0,0,0,0,2,0,1
3,,389,0,0,0,0,3,0,4
2,,389,0,0,0,0,2,0,10
83,0.0,389,0,0,0,0,71,6,18
3,,389,0,0,0,0,3,0,19
9,,389,0,0,0,0,9,0,26
8,,390,0,0,0,0,8,0,20
6,,390,0,0,0,0,6,0,21
4,,391,0,0,0,0,4,0,5
29,0.0,391,0,0,0,0,27,1,13
6,,391,0,0,0,0,6,0,18
10,,391,0,0,0,0,10,0,21
4,,392,0,0,0,0,4,0,3
2,,392,0,0,0,0,2,0,15
3,,392,0,0,0,0,3,0,17
67,0.0,392,0,0,0,0,63,2,22
2,,392,0,0,0,0,2,0,22
7,,393,0,0,0,0,7,0,18
2,,394,0,0,0,0,2,0,6
44,0.0,394,0,0,0,0,42,1,14
4,,394,0,0,0,0,4,0,21
5,,394,0,0,0,0,5,0,25
2,,395,0,0,0,0,2,0,4
9,,395,0,0,0,0,9,0,16
12,0.0,395,0,0,0,0,10,1,20
4,,396,0,0,0,0,4,0,4
5,,396,0,0,0,0,5,0,8
31,0.0,397,0,0,0,0,29,1,6
11,,397,0,0,0,0,11,0,6
2,,397,0,0,0,0,2,0,11
11,,397,0,0,0,0,11,0,17
5,,398,0,0,0,0,5,0,18
2,,399,0,0,0,0,2,0,14
6,,399,0,0,0,0,6,0,19
7,,399,0,0,0,0,7,0,24
21,,400,0,0,0,0,21,0,16
31,0.0,400,0,0,0,0,29,1,18
